LEI,Name,DE_name,FR_name,IT_name,Entity_status,Registration_status,Conformity_flag,Legal_country,Legal_region,Legal_address,Legal_lat,Legal_lng,HQ_country,HQ_region,HQ_address,HQ_lat,HQ_lng,Legal_form_code,Legal_form_name,Parent,Registration_date,Selectable,Record_retrieved
M7TBENZQZR3UFFXAPX42,"SAMLYN CAPITAL, LLC","SAMLYN CAPITAL, LLC","SAMLYN CAPITAL, LLC",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 2nd Floor 500 Park Avenue",40.7629604,-73.9705452,HZEH,Limited Liability Company,,11/8/2006,,4/20/2025
2549000D9HK720NQ8D92,SAMSON ROCK CAPITAL LLP,SAMSON ROCK CAPITAL LLP,SAMSON ROCK CAPITAL LLP,SAMSON ROCK CAPITAL LLP,ACTIVE,ISSUED,CONFORMING,GB,,"London, 58 Great Marlborough Street",51.5146722,-0.1374789,GB,,"London, 58 Great Marlborough Street",51.5146722,-0.1374789,Z0EY,Limited Liability Partnership,,1/7/2019,,4/20/2025
549300EOZ04JQL5Q8E05,SAND GROVE CAPITAL MANAGEMENT LLP,SAND GROVE CAPITAL MANAGEMENT LLP,SAND GROVE CAPITAL MANAGEMENT LLP,SAND GROVE CAPITAL MANAGEMENT LLP,ACTIVE,ISSUED,CONFORMING,GB,,"London, 1 Great Cumberland Place 3rd Floor",51.5136079,-0.1594167,GB,,"London, 1 Great Cumberland Place 3rd Floor",51.5136079,-0.1594167,Z0EY,Limited Liability Partnership,,7/11/2014,,4/20/2025
213800B73ATMQ3VBEY56,SANDBAR ASSET MANAGEMENT LLP,SANDBAR ASSET MANAGEMENT,SANDBAR ASSET MANAGEMENT LLP,SANDBAR ASSET MANAGEMENT LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, THE SMITHS BUILDING GREAT PORTLAND STREET",51.5220392,-0.1438025,GB,GB-LND,"LONDON, THE SMITHS BUILDING GREAT PORTLAND STREET",51.5220392,-0.1438025,Z0EY,Limited Liability Partnership,,1/26/2017,,4/20/2025
549300U66Z4NGHW67W98,SANDITON ASSET MANAGEMENT,SANDITON ASSET MANAGEMENT,,,INACTIVE,RETIRED,NOT_APPLICABLE,GB,GB-RDG,"READING, 4TH FLOOR READING BRIDGE HOUSE GEORGE STREET BERKSHIRE",51.4600801,-0.9679024,GB,GB-LND,"LONDON, 5TH FLOOR WATLING HOUSE 33 CANNON STREET",51.5126642,-0.0947307,H0PO,Private Limited Company,,6/10/2014,,4/20/2025
549300UE6CR469L2OB75,SANDLER CAPITAL MANAGEMENT,,SANDLER CAPITAL MANAGEMENT,,ACTIVE,ISSUED,CONFORMING,US,US-NY,"New York, 711 FIFTH AVENUE 5th Floor",40.7616991,-73.9743251,US,US-NY,"New York, 711 FIFTH AVENUE 5th Floor",40.7616991,-73.9743251,8888,Management Firm,,1/1/1986,,4/20/2025
549300WSUWHR8JOK7427,"SCGE MANAGEMENT, L.P.",,"SCGE MANAGEMENT, L.P.",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-CA,"Menlo Park, 2882 Sand Hill Road Suite 250",37.4216239,-122.2145755,T91T,Limited Partnership,,12/3/2008,,4/20/2025
-094-,SCHONFELD STRATEGIC ADVISORS (HONG KONG) LTD,SCHONFELD STRATEGIC ADVISORS (HONG KONG) LTD,,,,,,,,,,,,,,,,,,,,,
-095-,SCHONFELD STRATEGIC ADVISORS (SINGAPORE) PTE. LTD.,SCHONFELD STRATEGIC ADVISORS (SINGAPORE) PTE. LTD.,,,,,,,,,,,,,,,,,,,,,
549300PSF1XLVZQKD434,SCHONFELD STRATEGIC ADVISORS (UK) LLP,SCHONFELD STRATEGIC ADVISORS (UK) LLP,SCHONFELD STRATEGIC ADVISORS (UK) LLP,,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 78 ST JAMES’S STREET",51.5053521,-0.1389331,US,US-NY,"NEW YORK, 590 MADISON AVENUE",40.7622095,-73.9729348,Z0EY,Limited Liability Partnership,,1/10/2018,,4/20/2025
549300JTUEECBZ6WCD47,SCHONFELD STRATEGIC ADVISORS LLC,SCHONFELD STRATEGIC ADVISORS LLC,SCHONFELD STRATEGIC ADVISORS LLC,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 590 Madison Avenue 23rd Fl",40.7621674,-73.9729535,HZEH,Limited Liability Company,,9/9/2015,,4/20/2025
2138004PM63R6524XR26,SCHRODER INVESTMENT MANAGEMENT LIMITED,SCHRODER INVESTMENT MANAGEMENT LIMITED,SCHRODER INVESTMENT MANAGEMENT LIMITED,SCHRODER INVESTMENT MANAGEMENT LIMITED,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 1 LONDON WALL PLACE",51.5173988,-0.090646,GB,GB-LND,"LONDON, 1 LONDON WALL PLACE",51.5173988,-0.090646,H0PO,Private Limited Company,,3/7/1985,,4/20/2025
549300GE4E8GIYNWBX20,SCOPIA CAPITAL MANAGEMENT LP,SCOPIA CAPITAL MANAGEMENT LP,SCOPIA CAPITAL MANAGEMENT LP,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"NEW YORK, 152 WEST 57TH STREET 33RD FLOOR",40.7650964,-73.9794134,T91T,Limited Partnership,,12/16/2011,,4/20/2025
HL5S0Q35D58KLZHEX572,SCULPTOR CAPITAL LP,,SCULPTOR CAPITAL LP,SCULPTOR CAPITAL LP,ACTIVE,ISSUED,CONFORMING,US,US-DE,"Wilmington, C/o The Corporation Trust Company Corporation Trust Center 1209 Orange St",39.7484301,-75.5477307,US,US-NY,"New York, 39th Floor 9 West 57th Street",40.7636223,-73.9750402,T91T,Limited Partnership,,12/12/1997,,4/20/2025
549300I3U59T2U620T86,SCULPTOR CAPITAL MANAGEMENT EUROPE LIMITED,SCULPTOR CAPITAL MANAGEMENT EUROPE LIMITED,SCULPTOR CAPITAL MANAGEMENT EUROPE LIMITED,SCULPTOR CAPITAL MANAGEMENT EUROPE LIMITED,ACTIVE,ISSUED,CONFORMING,GB,,"London, Park House 116 Park Street",51.5134658,-0.155237,GB,,"London, 40 ARGYLL STREET",51.5143201,-0.1406221,H0PO,Private Limited Company,,12/1/1998,,4/20/2025
5493007EH2ZGRVN96H04,SEGANTII CAPITAL MANAGEMENT (UK) LIMITED,SEGANTII CAPITAL MANAGEMENT (UK) LIMITED,SEGANTII CAPITAL MANAGEMENT (UK) LIMITED,,ACTIVE,ISSUED,CONFORMING,GB,,"LONDON, 6TH FLOOR 130 JERMYN STREET",51.5094911,-0.1333707,GB,,"LONDON, 6TH FLOOR 130 JERMYN STREET",51.5094911,-0.1333707,H0PO,Private Limited Company,,3/5/2014,,4/20/2025
5493006276SMRLNURS08,SEGANTII CAPITAL MANAGEMENT LIMITED,,SEGANTII CAPITAL MANAGEMENT LIMITED,SEGANTII CAPITAL MANAGEMENT LIMITED,ACTIVE,ISSUED,NON_CONFORMING,HK,,"Hong Kong, 6th Floor Alexandra House Central And Western District",22.2815309,114.1585657,HK,,"Hong Kong, 21st Floor, 100 QRC Central",22.2837812,114.1549414,254M,Private company limited by shares,,7/16/2007,,4/20/2025
549300O284JEWQHKWW02,"SELECT EQUITY GROUP, L.P.","SELECT EQUITY GROUP, L.P.",,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"NEW YORK, 380 LAFAYETTE STREET",40.7276198,-73.9937003,T91T,Limited Partnership,,8/7/2013,,4/20/2025
Q7YYTEBYJXCK1LCC2T75,SENATOR GLOBAL OPPORTUNITY MASTER FUND L.P.,,SENATOR GLOBAL OPPORTUNITY MASTER FUND L.P.,,ACTIVE,ISSUED,CONFORMING,KY,,"George Town, Walkers House 190 Elgin Avenue",19.2918507,-81.3770943,US,US-DE,"Wilmington, C/O Senator Investment Group LP 251 Little Falls Drive",39.744655,-75.5483909,8888,FUND,1CREOOR0KBP7SJQVGU28,2/21/2013,,4/20/2025
1CREOOR0KBP7SJQVGU28,SENATOR INVESTMENT GROUP LP,SENATOR INVESTMENT GROUP LP,,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"NEW YORK, 28TH FLOOR 510 MADISON AVENUE",40.759769,-73.9746381,T91T,Limited Partnership,,2/5/2008,,4/20/2025
5493003G0LLQS48TR179,SFM UK MANAGEMENT LLP,SFM UK MANAGEMENT LLP,SFM UK MANAGEMENT LLP,SFM UK MANAGEMENT LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-ENG,"London, 1 New Burlington Place",51.5120469,-0.1402283,GB,GB-ENG,"London, 1 New Burlington Place",51.5120469,-0.1402283,Z0EY,Limited Liability Partnership,,6/25/2008,,4/20/2025
213800YQHG6V3VDDRN10,SHADOWFALL CAPITAL & RESEARCH LLP,SHADOWFALL CAPITAL & RESEARCH LLP,SHADOWFALL CAPITAL & RESEARCH LLP,,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 5TH FLOOR, 55 BARTHOLOMEW CLOSE",51.518643,-0.0982078,GB,GB-LND,"LONDON, 5TH FLOOR, 55 BARTHOLOMEW CLOSE",51.518643,-0.0982078,Z0EY,Limited Liability Partnership,,1/25/2017,,4/20/2025
5493009VZB8HZ3MJLJ69,"SHEFFIELD ASSET MANAGEMENT, L.L.C.","SHEFFIELD ASSET MANAGEMENT, L.L.C.",,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O BUSINESS FILINGS INCORPORATED 108 WEST 13TH ST",39.744655,-75.5483909,US,US-DE,"WILMINGTON, 108 WEST 13TH ST",39.7487011,-75.5476533,HZEH,Limited Liability Company,,1/21/2003,,4/20/2025
549300YWTIU1T8Z0XW08,"SIERRA GLOBAL MANAGEMENT, L.L.C.","SIERRA GLOBAL MANAGEMENT, L.L.C.","SIERRA GLOBAL MANAGEMENT, L.L.C.",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"New York, 6th Floor 135 East 57th Street",40.7614046,-73.9692809,HZEH,Limited Liability Company,,5/28/1996,,4/20/2025
40DKG01WKONCCJDB4P56,"SIGNPOST CAPITAL ADVISORS, LP","SIGNPOST CAPITAL ADVISORS, LP",,,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"Wilmington, C/O Corporation Service Company 2711 Centerville Road Suite 400",39.7546839,-75.6272381,US,US-DE,"Wilmington, C/O Corporation Service Company 2711 Centerville Road Suite 400",39.7546839,-75.6272381,HZEH,Limited Liability Company,,11/29/2012,,4/20/2025
-096-,"SIH PARTNERS, LLLP","SIH PARTNERS, LLLP",SIH PARTNERS LLLP,"SIH PARTNERS, LLLP",,,,,,,,,,,,,,,,,,,
PI2RU2EQ8KI06X678029,"SILVER POINT CAPITAL, L.P.",,,"SILVER POINT CAPITAL, L.P.",ACTIVE,ISSUED,CONFORMING,US,US-DE,"DOVER, C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD SUITE 201",39.1487234,-75.5303148,US,US-DE,"DOVER, 850 NEW BURTON ROAD SUITE 201",39.1484521,-75.5305646,T91T,Limited Partnership,,12/21/2001,,4/20/2025
6S8SEHAYJTA1625KB464,"SILVERBACK ASSET MANAGEMENT, LLC",,"SILVERBACK ASSET MANAGEMENT, LLC",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NC,"Chapel Hill, 1414 Raleigh Road Suite 250",35.9042144,-79.0161305,HZEH,Limited Liability Company,,4/4/2002,,4/20/2025
549300NEL0BF1NQ82E78,"SIR CAPITAL MANAGEMENT, L.P.",,"SIR CAPITAL MANAGEMENT, L.P.",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"Wilmington, C/O Corporation Service Company 251 Little Falls Drive",39.7611478,-75.6226616,US,US-NY,"New York, 34th Floor 640 8th Avenue",40.7566657,-73.9896717,T91T,Limited Partnership,,7/6/2007,,4/20/2025
5493000PD1FEURGSWS82,SKYE GLOBAL MANAGEMENT LP,,SKYE GLOBAL MANAGEMENT LP,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-DE,"WILMINGTON, CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,T91T,Limited Partnership,,2/24/2016,,4/20/2025
YYWG2W4AUTXKDRD73Y57,SLATE PATH CAPITAL LP,SLATE PATH CAPITAL LP,,,ACTIVE,ISSUED,NON_CONFORMING,US,US-DE,"DOVER, C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD SUITE 201",39.1487234,-75.5303148,US,US-NY,"New York, 16th Floor 717 5th Avenue",40.7617544,-73.9740334,T91T,Limited Partnership,,4/17/2012,,4/20/2025
549300R2V4RSGZEFW477,SOROBAN CAPITAL PARTNERS LP,SOROBAN CAPITAL PARTNERS,SOROBAN CAPITAL PARTNERS LP,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"New York, 32nd Floor 55 West 46th Street",40.7570082,-73.9810305,T91T,Limited Partnership,,2/24/2010,,4/20/2025
1F24L8VZBQRRH44R7619,SOROS FUND MANAGEMENT LLC,SOROS FUND MANAGEMENT LLC,,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, NEW CASTLE, CORPORATION TRUST CENTER 1209 ORANGE ST C/O THE CORPORATION TRUST COMPANY",39.7484301,-75.5477307,US,US-NY,"New York, West 55th Street 250",40.7127753,-74.0059728,HZEH,Limited Liability Company,,10/30/1996,,4/20/2025
69J6YZOPJKDCUWSN5B26,SOTHIC CAPITAL MANAGEMENT LLP,SOTHIC CAPITAL MANAGEMENT LLP,,,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 3 TILNEY STREET, FIFTH FLOOR",51.5072313,-0.1514495,GB,GB-LND,"LONDON, 3 TILNEY STREET, FIFTH FLOOR",51.5072313,-0.1514495,Z0EY,Limited Liability Partnership,,8/5/2008,,4/25/2025
TQGGX44O6QNOWG6KDA63,SOUND POINT LUNA LLC,,SOUND POINT LUNA LLC,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"NEW YORK, 375 PARK AVENUE",40.7586016,-73.9721983,HZEH,Limited Liability Company,,10/23/2007,,4/20/2025
-097-,SOUTHPOINT CAPITAL ADVISORS,SOUTHPOINT CAPITAL ADVISORS,,,,,,,,,,,,,,,,,,,,,
0YPU8TSIANKX6T56SD94,SOUTHPOINT CAPITAL ADVISORS LP,,SOUTHPOINT CAPITAL ADVISORS LP,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-DE,"WILMINGTON, 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,T91T,Limited Partnership,,3/21/2004,,4/20/2025
549300OFCOHUKOL46153,SPARK INVESTMENT MANAGEMENT LLC,,,SPARK INVESTMENT MANAGEMENT LLC,ACTIVE,ISSUED,NON_CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"New York, 26th Floor 150 East 58th Street",40.7611177,-73.9681954,HZEH,Limited Liability Company,,11/22/2011,,4/20/2025
254900ZW0E0E84THKL81,SQUARE CIRCLE IA LP,SQUARE CIRCLE IA LP,,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"Wilmington, C/O VCORP SERVICES, LLC 108 W. 13TH STREET SUITE 100",39.744655,-75.5483909,US,US-MA,"Boston, 105 Newbury Street 4th Floor",42.3517946,-71.0754742,T91T,Limited Partnership,,12/10/2020,,4/20/2025
549300UZ0KD5HX862Y09,SQUAREPOINT OPS LLC,SQUAREPOINT OPS LLC,SQUAREPOINT OPS LLC,SQUAREPOINT OPS LLC,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, 4001 KENNETT PIKE SUITE 302",39.7792746,-75.5971906,US,US-NY,"HARRISON, 600 MAMARONECK AVENUE #400",40.9811105,-73.7430969,HZEH,Limited Liability Company,,4/25/2014,,4/20/2025
549300UU89ZXGM4QCP12,"STANDARD PACIFIC CAPITAL, LLC",,"STANDARD PACIFIC CAPITAL, LLC",,INACTIVE,RETIRED,NOT_APPLICABLE,US,US-CA,"SAN FRANCISCO, C/O FRANK J MARTIN 101 CALIFORNIA ST 36TH FL",37.7749295,-122.4194155,US,US-CA,"San Francisco, 101 California Street Suite 3600",37.7930702,-122.3977777,9999,LIMITED LIABILITY COMPANY,,12/22/2015,,4/20/2025
387V0UJ2DEZ8KU8IOV57,"STARWOOD REAL ESTATE SECURITIES, LLC","STARWOOD REAL ESTATE SECURITIES, LLC",,,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"Wilmington, C/O The Corporation Trust Company Corporation Trust Center 1209 Orange Street",39.7484301,-75.5477307,US,US-CT,"Greenwich, 591 West Putnam Avenue",41.017874,-73.6475183,HZEH,Limited Liability Company,,6/6/2012,,4/20/2025
VY0GIYI3352UC4XOP168,STATE OF WISCONSIN INVESTMENT BOARD,STATE OF WISCONSIN INVESTMENT BOARD,,,ACTIVE,ISSUED,CONFORMING,US,US-WI,"Madison, 4703 Madison Yards Way Suite 700",43.0738895,-89.4574605,US,US-WI,"Madison, 4703 Madison Yards Way Suite 700",43.0738895,-89.4574605,8888,GOVERNMENT,,10/6/2012,,4/20/2025
549300V2K10QEXYGBV87,STEADFAST CAPITAL MANAGEMENT LP,STEADFAST CAPITAL MANAGEMENT LP,STEADFAST CAPITAL MANAGEMENT LP,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"New York, 20th Floor 450 Park Avenue",40.7614961,-73.9713699,T91T,Limited Partnership,,1/9/2002,,4/20/2025
-098-,STEFANO ROMA,,,STEFANO ROMA,,,,,,,,,,,,,,,,,,,
549300EHYPPO6W2ZWX95,STELLIAM INVESTMENT MANAGEMENT LP,STELLIAM INVESTMENT MANAGEMENT LP,,,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, Suite 1100 900 Third Avenue",40.6571677,-74.0052695,T91T,Limited Partnership,,7/29/2017,,4/20/2025
724500APDRBLFCFJDE28,STICHTING SAEMOR EUROPE ALPHA FUND,,STICHTING SAEMOR EUROPE ALPHA FUND,,INACTIVE,RETIRED,NOT_APPLICABLE,NL,,"'s-Gravenhage, Prinses Margrietplantsoen 44",52.079149,4.337573,NL,,"'s-Gravenhage, Prinses Margrietplantsoen 44",52.079149,4.337573,V44D,stichting,,4/20/2008,,4/20/2025
549300K1H7KZ7ZZUH812,SULACO CAPITAL,,,SULACO CAPITAL,INACTIVE,RETIRED,NOT_APPLICABLE,US,US-CA,"BURLINGAME, C/O LUISA LI 30 PRIMROSE RD STE 406",37.5755014,-122.3455124,US,US-CA,"Burlingame, 330 Primrose Road Suite 406",37.5784582,-122.3485245,9999,LIMITED LIABILITY COMPANY,,1/29/2013,,4/25/2025
5493007QZ05MKPON5O03,"SUMMIT PARTNERS PUBLIC ASSET MANAGEMENT, LLC","SUMMIT PARTNERS PUBLIC ASSET MANAGEMENT, LLC",,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-MA,"Boston, Floor 17 222 Berkeley Street",42.3507194,-71.0731582,HZEH,Limited Liability Company,,1/6/2015,,4/25/2025
A1HSJG70TDPQP5RVXO92,SUNRISE PARTNERS LIMITED PARTNERSHIP,SUNRISE PARTNERS LIMITED PARTNERSHIP,,SUNRISE PARTNERS LIMITED PARTNERSHIP,ACTIVE,ISSUED,CONFORMING,KY,,"George Town, C/O Maples Corporate Services Limited P O Box 309 Ugland House Grand Cayman",19.2924396,-81.3857791,US,US-CT,"Greenwich, C/O Paloma Partners Management Company 2 American Lane",41.0990562,-73.7212371,6XB7,exempted limited partnership,,7/31/2014,,4/25/2025
2138004UQCAJTGXYHG90,SUSA FUND MANAGEMENT LLP,,SUSA FUND MANAGEMENT LLP,,INACTIVE,RETIRED,NOT_APPLICABLE,GB,GB-LND,"LONDON, 5TH FLOOR FRONT 19 BERKELEY STREET",51.5089356,-0.1434172,GB,GB-LND,"LONDON, 5TH FLOOR FRONT 19 BERKELEY STREET",51.5089356,-0.1434172,Z0EY,Limited Liability Partnership,,5/30/2014,,4/20/2025
549300UV4DM2KIBBQ741,SUSQUEHANNA INTERNATIONAL GROUP LIMITED,SUSQUEHANNA INTERNATIONAL GROUP LIMITED,SUSQUEHANNA INTERNATIONAL GROUP LIMITED,SUSQUEHANNA INTERNATIONAL GROUP LIMITED,ACTIVE,ISSUED,CONFORMING,IE,IE-D,"DUBLIN, INTERNATIONAL CENTRE, MEMORIAL ROAD, IFSC",53.3498053,-6.2603097,IE,IE-D,"DUBLIN, INTERNATIONAL CENTRE, MEMORIAL ROAD, IFSC",53.3498053,-6.2603097,MNQ7,Private Company Limited by Shares,,8/28/2007,,4/20/2025
5493007BQ353ZEOVY042,"SUSQUEHANNA INTERNATIONAL HOLDINGS, LLC",SUSQUEHANNA INTERNATIONAL HOLDINGS LLC,"SUSQUEHANNA INTERNATIONAL HOLDINGS, LLC",SUSQUEHANNA INTERNATIONAL HOLDINGS LLC,ACTIVE,ISSUED,CONFORMING,US,US-DE,"Wilmington, C/O Corporation Service Company 251 Little Falls Drive",39.7611478,-75.6226616,US,US-PA,"Bala Cynwyd, 401 East City Avenue Suite 220",40.007242,-75.2137873,HZEH,Limited Liability Company,,12/2/1999,,4/20/2025
635400IAV22ZOU1NFS89,SUSQUEHANNA INTERNATIONAL SECURITIES LIMITED,SUSQUEHANNA INTERNATIONAL SECURITIES LIMITED,,,ACTIVE,ISSUED,CONFORMING,IE,IE-D,"Dublin, International Centre Memorial Road IFSC Dublin 1",53.3494485,-6.2458291,IE,IE-D,"Dublin, International Centre Memorial Road IFSC Dublin 1",53.3494485,-6.2458291,MNQ7,Private Company Limited by Shares,,1/26/2001,,4/25/2025
-099-,SWISS & GLOBAL ASSET MANAGEMENT AG,SWISS & GLOBAL ASSET MANAGEMENT AG,,,,,,,,,,,,,,,,,,,,,
5493005MOCF2JL0F6B09,SYLEBRA CAPITAL LIMITED,SYLEBRA CAPITAL LIMITED,SYLEBRA CAPITAL LIMITED,SYLEBRA CAPITAL LIMITED,ACTIVE,ISSUED,CONFORMING,HK,,"HONG KONG, 20/F THE HENNESSY 256 HENNESSY ROAD WAN CHAI",22.2776914,114.1761051,HK,,"HONG KONG, 20/F THE HENNESSY 256 HENNESSY ROAD WAN CHAI",22.2776914,114.1761051,254M,Private company limited by shares,,5/27/2011,,4/20/2025
969500YXMX6ZAENXSP27,SYQUANT CAPITAL,SYQUANT CAPITAL,SYQUANT CAPITAL,SYQUANT CAPITAL SAS,ACTIVE,ISSUED,CONFORMING,FR,,"PARIS, 25 AVENUE KLEBER",48.8700475,2.2927901,FR,,"PARIS, 25 AVENUE KLEBER",48.8700475,2.2927901,6CHY,société par actions simplifiée,,6/2/2005,,4/20/2025
549300XXZKX7UGH6E231,SYSTEMATICA INVESTMENTS LIMITED,SYSTEMATICA INVESTMENTS LIMITED,SYSTEMATICA INVESTMENTS LIMITED,,ACTIVE,ISSUED,CONFORMING,JE,,"ST HELIER, FIRST FLOOR, 29 ESPLANADE",49.1805019,-2.103233,JE,,"ST HELIER, FIRST FLOOR, 29 ESPLANADE",49.1805019,-2.103233,SQXV,Private Limited Company,,10/21/2014,,4/20/2025
2138004SIVIT7F8A9M07,TAGES CAPITAL LLP,,TAGES CAPITAL LLP,TAGES CAPITAL LLP,ACTIVE,ISSUED,NON_CONFORMING,GB,GB-LND,"LONDON, 39 ST. JAMES'S STREET",51.5076866,-0.1401224,GB,GB-LND,"LONDON, 39 ST. JAMES'S STREET",51.5076866,-0.1401224,Z0EY,Limited Liability Partnership,,5/23/2011,,4/20/2025
2138006LQKBLR9APKA07,TALOMON CAPITAL LIMITED,TALOMON CAPITAL LIMITED,,TALOMON CAPITAL LIMITED,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 33 ST. JAMES'S SQUARE",51.5063589,-0.1357297,GB,GB-LND,"LONDON, 33 ST. JAMES'S SQUARE",51.5063589,-0.1357297,H0PO,Private Limited Company,,1/19/2017,,4/20/2025
5493001WGD5701M9CX95,TCI FUND MANAGEMENT LIMITED,TCI FUND MANAGEMENT LIMITED,,TCI FUND MANAGEMENT LIMITED,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 7 CLIFFORD STREET",51.5110858,-0.141963,GB,GB-LND,"LONDON, 7 CLIFFORD STREET",51.5110858,-0.141963,H0PO,Private Limited Company,,2/17/2014,,4/25/2025
UVCP0ONBRH8AI9HEYC97,TEACHER RETIREMENT SYSTEM OF TEXAS,,TEACHER RETIREMENT SYSTEM OF TEXAS,TRS TEXAS,ACTIVE,ISSUED,CONFORMING,US,US-TX,"Austin, 1000 Red River Street",30.2710441,-97.7367476,US,US-TX,"Austin, 1000 Red River Street",30.2710441,-97.7367476,8888,GOVERNMENT,,10/23/2012,,4/20/2025
2138008UN96JP2NBEA77,TELLWORTH INVESTMENTS,TELLWORTH INVESTMENTS,,,ACTIVE,ISSUED,NON_CONFORMING,GB,GB-LND,"LONDON, EAGLE HOUSE 108-110 JERMYN STREET",51.5087772,-0.1354588,GB,GB-LND,"LONDON, EAGLE HOUSE 108-110 JERMYN STREET",51.5087772,-0.1354588,Z0EY,Limited Liability Partnership,,5/20/2017,,4/25/2025
5493005Q2J4SQ04HVT95,"TENOR CAPITAL MANAGEMENT COMPANY, L.P.",,"TENOR CAPITAL MANAGEMENT COMPANY, L.P.",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"DOVER, C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD SUITE 201",39.1487234,-75.5303148,US,US-NY,"New York, 810 7th Avenue Suite 1905",40.762839,-73.9823416,T91T,Limited Partnership,,3/25/2004,,4/20/2025
-100-,TFG ASSET MANAGEMENT UK,TFG ASSET MANAGEMENT UK,,,,,,,,,,,,,,,,,,,,,
